draw_idx,hiv.beta_m2f,hiv.rel_init_prev,log_syph.beta_m2f,log_syph.rel_trans_primary,syph.time_to_undetectable,syph.p_symp_primary_f,syph.p_symp_primary_m,log_syph.rel_init_prev,syph_symp_test.rel_test,log_ng.beta_m2f,log_ct.beta_m2f,log_tv.beta_m2f,structuredsexual.prop_f0,structuredsexual.m2_conc,structuredsexual.dur_sw,log_hiv_syph.rel_sus_syph_hiv,log_hiv_syph.rel_trans_syph_hiv
0,0.01813567173357631,1.0013658106257957,-2.2534312469955373,1.6744129560342578,26.749795422895986,0.3021103301638011,0.9104917490129929,-3.163241283645517,0.9223097063437249,-2.5814801567836674,-1.178134848160049,-3.299263565255996,0.8132965427790205,3.2628258895511655,12.764467143015834,0.7223719068112979,0.4848908790136927
1,0.027903368078243403,0.45524418848081627,-2.092179683456945,1.512672023379198,24.237602401821427,0.26264884526696797,0.6876301659877679,-0.35873331855757806,1.230696149476577,-1.9984317905062703,-0.919154945394224,-2.9430435414856806,0.8012561136472591,7.629333138241465,2.4917305122688362,0.9769852220447969,0.580285201600963
2,0.007361927834587187,1.194047524371499,-1.2557429407101628,0.33609581435948804,11.390091758402912,0.4573987350181703,0.6497940511582153,-1.7995012155567167,0.5359698765308806,-2.985036288623732,-1.4649974660774225,-1.136692097187881,0.8695588336278361,6.453660099620066,4.811807011978635,0.4802930663318618,0.8793466865061663
3,0.0117140923283647,1.3471500737979598,-1.4730985217066834,1.850550827763899,13.873188895814723,0.2811246353476905,0.7076245302513827,-2.17715912963169,0.9622305095804522,-1.2618791142679116,-2.5994557079568894,-1.150579928336105,0.5700157708031676,3.1059390546165444,7.575516569275975,1.0109394016398188,0.49983550874264754
4,0.005389781792920851,1.0372526161190987,-1.4460668507733547,1.659988439947024,20.89533318895047,0.4099091421950589,0.8085126644063811,-1.6998325751774281,1.3029052129455352,-1.666477989081807,-1.391666775174309,-2.733892106107351,0.6789073490361149,6.759361891579703,10.733926044154437,0.3951605723712066,0.3382707024683642
5,0.007782359014180748,1.0949797634138683,-1.3503749094327882,0.538236419087699,14.77104677115054,0.10375569720872552,0.9454226823068876,-1.2174543661387496,1.4356402223455353,-3.3920775135724774,-1.0624755163567685,-3.0287099824608807,0.8881803928558875,2.285341257066155,13.246033031196989,0.9823347441111073,0.2866218128285357
6,0.019976959794928018,1.1092939479964559,-1.524766067862187,2.182571836767958,27.61100103563065,0.14176218592001033,0.5985592314480287,-2.9660399884472293,0.32502171329941726,-1.4658372545929055,-2.7207363821409336,-2.9533562892302974,0.6006451243806823,5.6586319707834685,3.4754098446033206,0.9182180113170355,0.258643807551609
7,0.01141258380838678,1.382308368771643,-1.7194162012160206,0.3647491413428361,23.069832386066075,0.28638745945136723,0.693077748098894,-0.6776262025206918,0.9477575164567673,-2.67559768728196,-1.1636048210606653,-3.5949652091809163,0.7725621429674936,2.5530739554462616,14.381089904734273,1.0669520442118308,0.1693824441124502
8,0.016438741349838526,0.3037223543092161,-2.1709018113550935,1.7239144959207695,21.14427300648657,0.5791554612629702,0.8715228060738446,-1.8219995310866341,1.1622345642948433,-1.4811417215436058,-0.8597888383896501,-1.6295102643562238,0.5970928969181123,2.7906583659004647,4.644051481661503,0.757015993656787,0.46491636982582224
9,0.013105165423305257,0.6697601848670416,-1.6309572368239529,1.7060277278776987,22.0675609822227,0.20310460756415116,0.5312210462433337,-2.2249889504576412,0.7995938151432596,-3.195507651212286,-2.866587059056468,-2.4542370682354084,0.7320908489705676,5.766267187720679,10.977570589013967,0.668201215144427,0.764321332873009
10,0.016919653163616245,1.4556065121864734,-2.077266659631236,0.7580361040181705,18.731254735110102,0.2692501500121717,0.7400141371068338,-2.5757370726135562,0.3324053725943661,-1.7790272446499795,-1.531504265632086,-3.3368395724029503,0.701439414898351,5.522012325312733,4.7963658894216525,0.9510837777307024,0.048903201800384224
11,0.02265161981246512,0.5951902898950997,-2.229382431032905,1.7458140047014914,28.57823415409412,0.15574635955975008,0.6023698747867674,-2.530742413552761,0.6732369617446909,-3.0727695780785313,-1.8421829013533815,-0.920547429983976,0.5550752186475538,2.3108086075141725,3.7321453030738425,0.9621226719474072,0.6672626505504979
12,0.02482001521230534,0.9217416989462817,-1.5598525961161345,0.9978323054743772,27.77054704453281,0.4914143735250117,0.5359049913352282,-0.9999923528600765,0.46004338924261967,-1.5904090116503005,-1.7311441381874997,-2.9695191758540336,0.5580548742473677,4.184536152794283,10.918748992251105,0.4838516788402037,0.4045956636536092
13,0.01387554103569576,1.3749464357457721,-1.3268872549043804,1.8129506228655778,17.70004644103187,0.10917059534281313,0.8029123911460906,-3.2063845565848723,0.8346041307554148,-1.8080172489565904,-1.8592128153272822,-3.468022416454705,0.6430946071452022,4.731197860697049,8.832415271617794,0.132088077741822,0.2880234641452682
14,0.020860167112335265,0.8660445494416444,-1.4644743647268392,0.5500140023022277,22.84753048897717,0.2638733743913617,0.5740423242068952,-2.5716329636764024,0.709519123381207,-1.5974525054692301,-2.6179826751462443,-2.5217000985162548,0.5951428354484813,6.613602282274718,6.539535984872552,0.49642723007464507,0.3884746669624085
15,0.00843696622023136,1.3506196962057118,-1.7236297114590395,2.2024680426109957,27.84769226377976,0.2082298978432766,0.5070154497048229,-1.690922582569549,0.7171559867173326,-1.6985603839701908,-0.8372817401928008,-2.691552588000177,0.6136581235856997,5.378113623590948,13.741148909827539,0.9961494749320107,0.440283860129901
16,0.01697495773191491,0.9921861312884805,-1.0650075309625908,1.7935848313798604,29.558598608324452,0.34726099394764665,0.8261503254177777,-1.357524407811578,1.14507068784118,-2.9031550815852123,-1.0902277273610932,-0.9847924833974777,0.6109633612072822,6.283009728796737,12.21174409897823,0.9053174961309034,0.22175567169571295
17,0.009971360198652201,0.5675971868215612,-2.0944794873973787,1.5681480449092111,11.448006566395538,0.4521656054375449,0.9002096918497144,-1.0584802149357575,1.4054202734541208,-2.4072553046922374,-1.1167468290157132,-2.1023090021696325,0.556597216328939,3.928675726184419,9.843785009923005,0.6335423770208537,0.5950081842580398
18,0.007762069565094055,1.273917630624068,-2.297289067426037,0.317427532560407,18.96982612205766,0.293369060238198,0.5228135830718158,-1.8332912485971882,0.8360642936649312,-1.2246269175697897,-0.9646537035754004,-2.6322045153697102,0.7154602835393233,5.570175245939411,5.273033673019048,0.26844369246430905,0.5680279499739594
19,0.00891310382913811,0.8363370467008315,-1.1134572704261825,0.27036961451730374,10.1372138777529,0.32649125114618194,0.7501052129343163,-3.65073161516211,1.4246573592602756,-2.561589182835867,-0.8866263463087414,-2.696216931794894,0.7344084886737517,7.81111600710605,7.7741314147374805,0.6390828066994889,0.2804958903760333
20,0.025644133992903755,0.5787838412081006,-1.7883407271990268,1.0074077747462633,13.19423802335705,0.41469323189732255,0.5449239622846975,-0.5180280812822429,0.8453821912126018,-2.778681074132474,-2.364912960179791,-3.5402889565761946,0.8172127891309366,5.761546154940344,14.403583655588365,0.5406547999143135,0.46166738774235705
21,0.02046977906895764,1.3217083028460803,-2.287132051695244,2.070323616119645,28.206667076096622,0.19760581479535522,0.6617226336930776,-3.8963358318595036,0.7909361301158562,-1.3602842647631541,-2.9645284925150204,-1.5551970417413639,0.606916339893849,3.6853168829409113,9.55683690809391,0.8062793132281721,0.5965779840312615
22,0.027542668599319527,0.9423763665354439,-2.0258222610802057,0.615970681613673,15.07895580116422,0.5758802667881062,0.9313396448527138,-0.3945314294560287,0.8835891170190981,-1.982183243712332,-2.574625309300178,-1.9188891652961906,0.8640246208693638,2.907576738119474,11.506368156164427,0.9024828235240282,0.5586918090885609
23,0.029071266920183178,0.918296507067806,-2.29984113523531,0.7943854702109424,25.957385599088198,0.22504003642975523,0.5891471606129935,-3.4601429078168726,1.2947737820714909,-2.056597817526585,-2.9367883488061053,-2.5772505461726656,0.563430323032317,4.769574775929796,8.995793496659793,0.9653126749561425,0.6655243966397119
24,0.005402658172749384,0.4381023767860841,-1.1513622115252142,0.26232262479112656,29.159203019251645,0.3574769430015745,0.7952878969791608,-3.625148504653606,0.8616650121563214,-2.544146924790444,-0.8210769781985472,-1.07243736717398,0.5589321234177164,7.557398295206996,3.3375081902511807,0.7693373793752042,0.23621580739239983
25,0.009052754018170173,0.3501711387571781,-1.2224974817833958,0.8586156593307763,12.906897305025481,0.28548098837543867,0.5429019188659957,-2.6824728514588028,0.46580741457946395,-3.789449266867619,-2.6524622479183253,-1.477448772359926,0.8296912966480268,4.690531446520749,7.2298138945228825,1.0223630547597355,0.42941418908678664
