draw_idx,fsw_prev_2019,nontrep_f_2016,trep_f_2016,primary_share,secondary_share,early_lat_share,late_lat_share,client_prev_2016,overall_prev_f_2035_2040_mean,new_inf_2030_2040_mean,sustained_hiv,sustained_syph,sustained_ng,sustained_ct,sustained_tv,pf_2035_2040_hiv,pf_2035_2040_syph,pf_2035_2040_ng,pf_2035_2040_ct,pf_2035_2040_tv,ni_2030_2040_hiv,ni_2030_2040_syph,ni_2030_2040_ng,ni_2030_2040_ct,ni_2030_2040_tv,hiv_pos_trep_2016,hiv_neg_trep_2016,hiv_pos_nontrep_2016,hiv_neg_nontrep_2016,hiv_trep_ratio_2016,hiv_prev_2010_2020,n_pass,n_seeds_ok,pass_fsw_band,pass_nontrep_band,pass_trep_band,pass_primary_band,pass_secondary_band,pass_hiv_pos_trep_band,pass_hiv_trep_ratio_band,pass_early_lat_band,pass_sustained,n_pass_mean
1,0.16666666666666666,0.049649046279051555,0.08670778116431953,0.2053314121037464,0.08681556195965417,0.041186359269932755,0.0,0.17079922928749744,0.03444717228976144,6155.25,1.0,0.3333333333333333,1.0,1.0,1.0,0.14389836617760668,0.03444717228976144,0.04733429720422815,0.2553673805741391,0.005540013874566573,5398.833333333333,6155.25,167997.0,215542.5,9470.916666666666,0.14167205161103977,0.03287925387500077,0.07941359811794395,0.01555181854120883,2.626899703949654,0.1382957812135699,2.3333333333333335,3,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,1.0,0.3333333333333333,2.3333333333333335
4,0.6614277767553154,0.18032790514288302,0.3498984238996293,0.5383954296210697,0.31025156999510695,0.15135300038382338,0.0,0.4753997190739885,0.16485485976554262,33787.416666666664,1.0,1.0,1.0,1.0,1.0,0.005107410612689651,0.16485485976554262,0.10526889549309774,0.19117672376651695,0.013705265073074157,41.083333333333336,33787.416666666664,383996.25,178741.5,23690.583333333332,0.46128895715992496,0.24144713429381262,0.15708409153570443,0.10748017001315313,1.911612968444693,0.018547908346557725,3.6666666666666665,3,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6666666666666666,1.0,3.6666666666666665
14,0.4461028192371476,0.12683386815114084,0.20195159251202832,0.3122195033048197,0.23951070312955683,0.11493646023229015,0.0,0.4422927038466559,0.09874834902453004,14944.666666666666,1.0,0.6666666666666666,1.0,1.0,1.0,0.08680900465976767,0.09874834902453004,0.1091267302926641,0.015857820596001417,0.06939789467537316,2639.0,14944.666666666666,373474.0833333333,15152.5,110299.08333333333,0.3125394658140355,0.09680991302824606,0.17681326018916463,0.058201733404734314,2.1554789283266818,0.12102303579968576,3.0,3,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,3.0
15,0.605968289031369,0.2061650974288474,0.3202542992405221,0.5705099021497734,0.27727359731372153,0.1522165005365051,0.0,0.6103675884829862,0.1303551434374036,15565.75,1.0,0.6666666666666666,1.0,1.0,1.0,0.014806264781556245,0.1303551434374036,0.10020204750348673,0.27211047825848295,0.007236259622503689,203.0,15565.75,367282.5833333333,260946.83333333334,13441.5,0.49978391330694155,0.21148326455783048,0.28577329567309034,0.1325243148359562,2.3679775741640925,0.05129203971666737,3.0,3,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.3333333333333333,0.6666666666666666,3.0
17,0.5664192316270771,0.10861435838755512,0.279928811671111,0.6292923663189113,0.24384702969027497,0.12686060399081373,0.0,0.23632610939112486,0.11588864477841454,26133.833333333332,1.0,1.0,1.0,1.0,1.0,0.01635979299799722,0.11588864477841454,0.025587460149149848,0.23716618268587664,0.13735347726820776,263.4166666666667,26133.833333333332,95429.33333333333,216997.33333333334,245390.75,0.433477432869607,0.16829641171893894,0.0976198705627785,0.05193696015107701,2.5804739282831513,0.05912035597333853,3.0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0
26,0.7291057264762221,0.17815818584500565,0.32617456991642263,0.6114709448098673,0.25940885553197585,0.12912019965815685,0.0,0.5579653858750927,0.15303451140276034,34969.166666666664,1.0,1.0,1.0,1.0,1.0,0.1377028055642815,0.15303451140276034,0.06927558651845352,0.0220892567849566,0.07777377715997759,4869.583333333333,34969.166666666664,233848.75,20152.583333333332,117887.41666666667,0.477694433023693,0.1316088517433551,0.21511911315034193,0.05703630152687845,3.633398322010617,0.14679305013637836,5.0,3,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,5.0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.10948508307662873,0.0,0.07971474977316595,0.1448101930886607,0.09102746076668004,3753.0833333333335,0.0,271319.1666666667,122000.58333333333,143571.75,0.0,0.0,0.0,0.0,,0.1282468753783379,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
33,0.6221439773518186,0.1875212451738452,0.34178537086664745,0.5696081915507871,0.292517872308863,0.13787393614034993,0.0,0.3691333510978165,0.17565181868259314,40145.666666666664,1.0,1.0,1.0,1.0,1.0,0.08922380960529891,0.17565181868259314,0.16929966048575137,0.14552719693015675,0.02592121777976594,2663.1666666666665,40145.666666666664,577493.9166666666,128259.75,43918.083333333336,0.5213169703772756,0.15618615637469477,0.2197391746994275,0.06318370512472055,3.3382497252655994,0.12101822487298997,5.0,3,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,5.0
34,0.41478763976022504,0.10671217764412738,0.236543929576142,0.6115105155608127,0.25633644444714293,0.1321530399920444,0.0,0.3738655024173682,0.12078698622955082,24589.583333333332,1.0,1.0,0.0,1.0,1.0,0.13342975860703943,0.12078698622955082,0.0,0.2668731274877382,0.29735210449778676,4927.583333333333,24589.583333333332,0.0,233266.33333333334,559429.3333333334,0.41704538269117547,0.07687405346865715,0.1754761084415993,0.03465370799256866,5.4977876800466925,0.13512153536501048,4.333333333333333,3,0.6666666666666666,0.0,0.0,1.0,1.0,0.0,0.6666666666666666,1.0,0.0,4.333333333333333
51,0.32678267625822177,0.07302083461250386,0.15544089269147776,0.38801217706104985,0.17961998371328633,0.09903450589233048,0.0,0.27512964801941964,0.06021619764921421,11459.833333333334,1.0,0.6666666666666666,1.0,1.0,1.0,0.06653181358120587,0.06021619764921421,0.07522244815121759,0.09889885418431081,0.14440854079129453,1715.8333333333333,11459.833333333334,268368.4166666667,90206.91666666667,245755.66666666666,0.264989785962371,0.07168748075041514,0.10986095802101226,0.03190029611787443,3.767776541999774,0.11232058939020173,4.0,3,0.3333333333333333,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,1.0,0.6666666666666666,0.6666666666666666,4.0
