draw_idx,fsw_prev_2019,nontrep_f_2016,trep_f_2016,primary_share,secondary_share,early_lat_share,late_lat_share,client_prev_2016,overall_prev_f_2035_2040_mean,new_inf_2030_2040_mean,hiv_pos_trep_2016,hiv_neg_trep_2016,hiv_pos_nontrep_2016,hiv_neg_nontrep_2016,hiv_trep_ratio_2016,hiv_prev_2010_2020,n_top_spreaders_50pct,n_pass,pass_fsw_band,pass_nontrep_band,pass_trep_band,pass_primary_band,pass_secondary_band,pass_early_lat_band,pass_sustained,pass_hiv_pos_trep_band,pass_hiv_trep_ratio_band,n_pass_mean,n_seeds_ok
4,0.010101010101010102,0.03970412593119079,0.0633377636982508,0.1308411214953271,0.19236760124610594,0.010124610591900311,0.0,0.14316239316239315,0.0005078723797692547,0.0,0.15544308716876856,0.032751219885574494,0.0972589048930122,0.024843124148808585,8.100123090708777,0.12899950707831884,173.33333333333334,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,1.3333333333333333,3
8,0.20398009950248755,0.059833699122151085,0.09994686658650966,0.19471624266144816,0.12959338986736246,0.009023700804522722,0.0,0.24560902470369841,0.0399802360431492,6.186362222222222,0.21275630969841983,0.0508788904742769,0.1228722292677145,0.03528955104044403,9.992266419263368,0.14622946945135948,460.6666666666667,2.6666666666666665,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,2.6666666666666665,3
10,0.4121770863343897,0.07311739606467003,0.11855416725304935,0.431155340406925,0.22103135907377738,0.014479967185964261,0.0,0.35470559251047057,0.07462365591771236,11.178399444444446,0.2327339590575981,0.05410245609691908,0.13518546777308896,0.034627953525080524,2.875349199751683,0.17534410778684048,492.0,3.3333333333333335,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.0,0.6666666666666666,3.3333333333333335,3
13,0.41721132897603486,0.1022508987237567,0.17478333147690858,0.4377212950762486,0.21556680311333787,0.013378568477080244,0.0,0.4619080106884985,0.09155910638302227,17.651882222222223,0.31783008121256134,0.1465452322520806,0.13918490486938492,0.08841508617357681,1.447840563922199,0.04252007118653341,639.6666666666666,2.3333333333333335,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.6666666666666666,0.0,0.0,2.3333333333333335,3
17,0.7620044296788483,0.14308076935526726,0.23227063287195537,0.5679430648487342,0.4087631372621203,0.023293797889145457,0.0,0.7708981557641437,0.14075546113655293,20.122566666666668,0.43314033546604563,0.1620620875272821,0.2210634398574992,0.11406968901630295,2.6731343186202867,0.1138944338494509,984.3333333333334,4.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,3
29,0.42717948717948717,0.11545868751943707,0.17435965283064056,0.4175294583509774,0.23497100004598903,0.014166208269700269,0.0,0.5352218284559083,0.08763409151597246,12.481299444444446,0.36703913232710095,0.08893955762068745,0.23175381060309672,0.06360291504522539,5.5507425527752,0.15659138841389328,689.0,3.6666666666666665,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.0,0.6666666666666666,3.6666666666666665,3
31,0.1623965313362239,0.07615043545602769,0.14633941982041052,0.3446740770969769,0.308391146349521,0.013601443220168806,0.0,0.27560004550108064,0.048653722978516674,6.77508,0.3046107989005253,0.0835925728938729,0.1288991215319326,0.054830087156027114,6.103777177222301,0.11888699325917411,538.6666666666666,3.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,3.0,3
33,0.16352201257861634,0.0551301488874923,0.09123761344991088,0.27855023173618754,0.3781467773665433,0.009969657563935847,0.0,0.24883656469283846,0.005985170830643168,0.0,0.20812951714782857,0.03992784597922271,0.12613743984630357,0.027741928043097733,3.982910004534418,0.14947094000110936,224.66666666666666,2.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333,2.0,3
34,0.15085158150851583,0.03918274242046207,0.06639805256401675,0.2279569892473118,0.09841872232764072,0.006957621758380772,0.0,0.2157622739018088,0.03825144602532372,6.087438333333334,0.12696824076728533,0.03392384897233069,0.07509757115243239,0.02451792511975423,9.706483669895343,0.16684489915974543,326.3333333333333,2.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.3333333333333333,0.0,0.3333333333333333,2.0,3
35,0.5255703360966518,0.07643071392349944,0.20270740238044413,0.6745844756245892,0.30843889536474184,0.016976629010669087,0.0,0.7321616463364036,0.07750975952665128,13.202720000000001,0.3875365828872353,0.10682644921228508,0.1240952795586726,0.06069548867727947,3.6435375490531055,0.16023040062652025,744.3333333333334,3.6666666666666665,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.0,1.0,3.6666666666666665,3
