draw_idx,hiv.beta_m2f,log_syph.beta_m2f,log_syph.rel_trans_primary,syph.rel_trans_latent_half_life,syph.time_to_undetectable,syph.p_symp_primary_f,syph.p_symp_primary_m,log_syph.rel_init_prev,syph_symp_test.rel_test,log_ng.beta_m2f,log_ct.beta_m2f,log_tv.beta_m2f,structuredsexual.prop_f0,structuredsexual.m1_conc,structuredsexual.f1_conc,structuredsexual.m2_conc,structuredsexual.dur_sw,structuredsexual.fsw_mf_conc_mult,log_hiv_syph.rel_sus_syph_hiv,log_hiv_syph.rel_trans_syph_hiv,fsw_prev_2019,nontrep_f_2016,trep_f_2016,primary_share,secondary_share,early_lat_share,late_lat_share,client_prev_2016,overall_prev_f_2035_2040_mean,new_inf_2030_2040_mean,hiv_pos_trep_2016,hiv_neg_trep_2016,hiv_pos_nontrep_2016,hiv_neg_nontrep_2016,hiv_trep_ratio_2016,hiv_prev_2010_2020,n_top_spreaders_50pct,n_pass,pass_fsw_band,pass_nontrep_band,pass_trep_band,pass_primary_band,pass_secondary_band,pass_early_lat_band,pass_sustained,pass_hiv_pos_trep_band,pass_hiv_trep_ratio_band,n_pass_mean,n_seeds_ok
249,0.0333674503430759,-1.2806429517196565,0.9469245907152136,1.4404209664710643,21.405187255420813,0.3644425721607469,0.7262048490449788,-1.8904764161775585,1.071797327945068,-2.4369862103272597,-1.2770113425742875,-1.8071905263280068,0.7566665071081923,0.0902580019122384,0.1323369568479686,7.692822624175069,12.732033938183232,0.7468636565993713,0.119948505434906,0.2113100383616379,0.56277542606143,0.13357000429077467,0.22902997652924553,0.5718291736297881,0.40348900330955995,0.02468182306065196,0.0,0.5763937871134709,0.10472319083123598,15.446603333333334,0.4296626629186873,0.13302404694383588,0.2308884484636231,0.09036406070419196,3.2467647881759234,0.13926809488203784,892.6666666666666,5.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,3
272,0.0499872052311094,-1.6829926750789497,1.0892438703611071,1.632479523550499,20.089874317682643,0.2798858937843414,0.9463782681362848,-0.8992721307565059,0.6815737495575802,-1.4046798292244125,-1.3089171022874408,-1.220977311824312,0.8317873334184005,0.1016713039802953,0.1117195227920404,7.409428741155207,4.543906739986115,0.2298542795205917,1.0164878418733303,0.509380807006926,0.6927249725013797,0.13083636735334667,0.20442673107774945,0.6052750485057522,0.3737929873283043,0.020931964165943465,0.0,0.6862996463197722,0.12992356064654134,17.75321888888889,0.38293474485296847,0.10412657983477282,0.2315687753164212,0.0740379913625641,3.703221389699929,0.1727002221857945,839.6666666666666,5.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,3
410,0.0359159296645684,-1.1505489764355974,2.233920260290493,1.714959781444985,22.11449763615625,0.3299959802009841,0.8024329471298863,-3.1575402039327187,1.1280439229717247,-2.096946836897182,-1.7014836092366483,-2.148282814094536,0.5875781772455152,0.1254597327027597,0.2248123373568631,7.976092331177079,12.557459889246442,0.5237512485101693,0.0964883498693859,0.8060221521947134,0.5642135893740022,0.14330064644949528,0.23967113936319087,0.5844633055807676,0.3916724778727208,0.02386421654651151,0.0,0.5558706347465857,0.14863281679321064,21.80427277777778,0.4228353349922842,0.13385511974422984,0.23199159823718432,0.08936504807147216,3.159418059776406,0.15545990698596884,1012.3333333333334,5.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,3
413,0.048930556666938,-1.406808275264437,0.5798562169905598,0.5665562594229934,27.648543166972413,0.3047672286107065,0.927310034049082,-0.9142189365055956,1.4966670165057376,-3.8481948992085866,-1.9850325626638403,-2.8999461167431666,0.6556674476105113,0.1035600206343922,0.2119056303134577,7.314648796874477,9.367409378090144,0.932233269262452,0.5235751647196022,0.5701619764183383,0.49487569761542366,0.13301655257191514,0.21702410917244055,0.5522940215271702,0.42394662536839056,0.02375935310443918,0.0,0.41852521405659826,0.11962347972341263,22.713890000000003,0.3945813043132454,0.10722262167329472,0.2198571749677535,0.06566871114193133,3.6819258319899935,0.17006633972350738,884.6666666666666,5.333333333333333,0.3333333333333333,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,5.333333333333333,3
521,0.0490096344931781,-1.0737709097156756,1.631423739481506,0.5770126970816853,13.865493228009033,0.1437341253368909,0.925180123534158,-0.4192038285462036,1.1173228837393638,-1.9061706394952247,-1.6840215178671407,-2.528554070727561,0.821506601352574,0.0699214071360467,0.0815008733702029,7.046183681232394,3.531490786325377,0.401688003461299,0.5062394834894921,0.1789776998397341,0.7027017899358325,0.1347807199241605,0.25113762428146513,0.569523451614813,0.408178975314817,0.022297573070369985,0.0,0.7625146917695108,0.15931806600159104,24.506583888888887,0.45202865401258907,0.1328036023870681,0.2029420348978618,0.08487813335798021,3.429617030640261,0.17035739637784628,921.3333333333334,5.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,3
553,0.0347180373627156,-1.4218270891226097,1.3993782087192437,1.891656294492668,27.33723231868557,0.2235278473624966,0.5891817823474659,-1.3105775942214315,1.0673849344659396,-3.672013475865712,-2.1832437640782683,-3.591744844644946,0.7156958668210057,0.1447090124627224,0.1810815060739498,2.633307342785258,9.993632620439396,0.4761665829160439,1.055580012548484,0.9138665628009072,0.5708483268418832,0.1401691791691407,0.2129485038162946,0.6124780708048033,0.3656964853955493,0.02182544379964745,0.0,0.663570298123917,0.13600413571475709,19.075421111111112,0.4172104408907697,0.1267195983267205,0.2697849715186271,0.0935897873808964,3.2925381470080413,0.14247442168756627,952.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,3
572,0.0469686161400816,-1.5537693152751402,1.6370615596878006,1.7894412701835571,25.134818269244004,0.3979746941668804,0.933822132556717,-2.337974751781412,0.5027847140495877,-1.391105335193207,-2.045816764091364,-1.8474761321796376,0.6243165648397221,0.2929562489237243,0.1148376708527514,6.607534753651201,5.191654537824356,0.3109144847789717,0.8814216655560697,0.7454960312246016,0.7349299719887955,0.15666193987259927,0.22072596249944385,0.6168507228713301,0.3583465944680593,0.02480268266061056,0.0,0.7343668909706645,0.12090578387435814,16.838776111111112,0.3961450053466961,0.12089530762480054,0.27200753160446095,0.09782905926532566,3.2861571053055343,0.17249404036640695,890.3333333333334,5.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,3
639,0.0333889942262773,-1.4197682000330214,1.871887106370068,1.792492130330207,13.562575021901717,0.1547116853751587,0.9079338684834544,-1.5529727694986453,0.9967170631803116,-1.24252224016625,-3.1365193539475347,-2.088256930747864,0.7632013295995577,0.1101568008629262,0.289838272094397,2.713169014901747,10.069557484590575,0.420202336066937,0.1903564052901274,0.2944720130034748,0.6823967295403414,0.11423452671440389,0.22469722393834882,0.6388771530603604,0.3400224139248544,0.021100433014785213,0.0,0.625939545524517,0.1530725900028014,22.458135555555554,0.43648480171319987,0.13036556629060048,0.1774257274517391,0.07970793792315312,3.348916243601108,0.14088255402587133,955.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,3
710,0.0488035015393019,-1.2288047155562871,0.7077913844687745,1.6018670851030057,19.290684853063755,0.2995710993787412,0.515037784112711,-1.6949730537191123,0.6866999080116232,-3.90017297263346,-2.867589256977709,-2.293491968402232,0.6123153886729447,0.1360258796547427,0.1165063388548989,3.655944475573522,3.261225755791883,0.7733590928512895,1.0971789664068945,0.2912728633036134,0.7044459876878114,0.12512988880207773,0.2077786524313708,0.5456532471683501,0.42632075600393327,0.028025996827716657,0.0,0.8321828899761678,0.1205095644043702,17.067989999999998,0.38147610256281106,0.12002468817242383,0.21665974174426936,0.08978873201376181,3.1788999701707623,0.1746508810252304,878.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,3
736,0.0423736336240063,-1.451466095355646,1.81371413958718,1.4245808719511812,27.188278580320627,0.212617133973658,0.8148353545600877,-2.329683301755148,1.2659983151967726,-1.5232681784105369,-1.633505657140315,-0.6045040257992276,0.7513502333566977,0.187450047251235,0.2508743285161902,2.935016432316918,7.3488111430976,0.3915371574294344,0.1316880666467394,0.3552374396788285,0.6321566594426754,0.16051912226559822,0.23942857043526933,0.6120560029897127,0.3657694054240716,0.022174591586215705,0.0,0.6940160696709429,0.14616553970098542,23.384642222222226,0.4213123136233529,0.1358009483867724,0.2659145773931209,0.09546279286233213,3.107991138505032,0.15955331305917533,970.3333333333334,5.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,3
788,0.0360328684274674,-1.595565641082965,1.6253531122353486,0.4656252377277279,26.51757539983282,0.1979079367634676,0.9117900929140196,-2.438757457094166,1.3228736071110605,-2.5255565315328736,-2.8293863454413977,-3.231792380859388,0.8698496039122542,0.275223056731971,0.0543655883640513,3.5615306917559195,11.378336284798298,0.3433148447409101,0.9609778501469722,0.1213185226715945,0.6302989325301699,0.14354144617240402,0.22651137922010856,0.6299529532593868,0.35099704887778865,0.01904999786282446,0.0,0.5307909593586015,0.14598418030144591,22.040725,0.42363232508571064,0.1261484214563219,0.24297309605668374,0.08371231824442388,3.370492612393773,0.14487452804425208,903.6666666666666,5.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,3
855,0.0361754847362566,-1.2068444286366913,0.9642391438855724,1.5486776178637596,20.114567608410237,0.3484187450062709,0.6470832905629915,-2.5641636785255404,0.8722687391204123,-1.4665685108663062,-3.359337443801937,-2.591572826243857,0.7617693217560466,0.0881655601495209,0.2291047106623462,5.189840488580163,6.497775077989958,0.9881303041675747,1.0246212219535773,0.909211130201803,0.5918936091783885,0.1396988886499054,0.2302030635020893,0.5663905618955017,0.4109373883000518,0.022672049804446485,0.0,0.7685510198802731,0.14809760129627003,21.75119166666667,0.42231052579299955,0.1365954304319771,0.23372036893017092,0.09952764666942894,3.091101275685381,0.15209981319463595,1016.3333333333334,5.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,3
926,0.0409536343036075,-1.2277099987206277,1.412075835448,1.1795998578096318,12.684748335411854,0.3416400042748261,0.6833356746625848,-0.4391244923904347,0.8419596307778194,-1.4627826868950762,-1.7363178875092684,-1.2520688305062309,0.8577445686613204,0.0559991346550435,0.0532594190440704,2.866263135020533,5.063348256185266,0.8742833671674989,0.0126993664133133,0.8183488547247336,0.6360551013692584,0.1220063230573144,0.24369594207272782,0.5743315616333988,0.4047018916702208,0.020966546696380334,0.0,0.8335291243957564,0.14235979322585,19.94643388888889,0.43963164089132695,0.1445101444152455,0.18134678155865555,0.09692938386282679,3.042170406069308,0.1539460584426646,994.3333333333334,5.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,3
928,0.0348050673963884,-1.0865143343696737,2.093125160894389,0.8570123335014237,21.1031318096822,0.1290980904763292,0.8351160605147305,-0.9402553708031623,0.8203009506838321,-3.6231938319643526,-2.001126268733304,-2.6076108277600696,0.7741560130238769,0.2597212244461244,0.2189007559168399,6.952970247760117,2.4044070213309783,0.3766790157646195,0.0385711000239861,0.2412363159224702,0.6569444444444444,0.15299925893718413,0.24065547215831906,0.5810643447255462,0.39849683154546794,0.020438823728985898,0.0,0.7115647750655428,0.1508598812312449,21.104567222222226,0.4478907262426377,0.1378569094099294,0.26149486053202137,0.09662294250239795,3.251326623555076,0.14776398500336188,780.6666666666666,5.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,3
