draw_idx,hiv.beta_m2f,log_syph.beta_m2f,log_syph.rel_trans_primary,syph.rel_trans_latent_half_life,syph.time_to_undetectable,syph.p_symp_primary_f,syph.p_symp_primary_m,log_syph.rel_init_prev,syph_symp_test.rel_test,log_ng.beta_m2f,log_ct.beta_m2f,log_tv.beta_m2f,structuredsexual.prop_f0,structuredsexual.m1_conc,structuredsexual.f1_conc,structuredsexual.m2_conc,structuredsexual.dur_sw,structuredsexual.fsw_mf_conc_mult,log_hiv_syph.rel_sus_syph_hiv,log_hiv_syph.rel_trans_syph_hiv
0,0.04371043102211898,-2.00195854062475,1.9218602777335934,1.6466875853204037,19.045504759365492,0.41492509825659873,0.7520744623184543,-1.0882301088042827,1.198064017672227,-3.894783614512979,-3.298117619603161,-3.0773508052872063,0.6876016522940456,0.2742869109503701,0.15309633340419213,2.211983689100056,6.963322660679542,0.3682289475901218,0.28868732796938484,0.2391304225548842
1,0.016175435343621276,-2.224867960105289,2.025364325807024,0.3200666540950032,27.133361576743013,0.4346554117818947,0.8833644318193723,-3.413269278977257,1.4294990900248055,-2.116300190438713,-3.0568207867452264,-2.8294242485513337,0.7322215220554638,0.27842483827011205,0.12557409723963978,2.1315233179027127,4.831040982587806,0.37749726895050817,1.0156275363845781,0.4456729164711948
2,0.04722756316995062,-1.4357510522125192,1.0014894359855873,1.236913601494832,10.872259740908103,0.45197237616134767,0.8202382628547034,-2.0729829960956474,1.2109689629917508,-2.4877379844655803,-3.0026967219766236,-2.9016961876442036,0.7386238280250964,0.1689747446949334,0.19566600643937937,5.720627670746293,14.346055892577724,0.16925582163470726,0.06752706258596303,0.09788230109650517
3,0.035694141978045504,-2.1625445260801706,1.8279550782040372,1.4458185124874163,22.781385905983925,0.5974644982871486,0.9426300447106296,-3.2753512140530043,0.47533777734154864,-3.1636922114502504,-3.28758759468319,-3.3054774464561176,0.5577187865792101,0.20051985736482014,0.1897209874011156,7.24136437704092,7.998815054970582,0.42478777695359515,0.2624773771301676,0.19217563341263272
4,0.02895801479712308,-1.2631980112590744,0.13987171362272705,0.49891821868804476,27.535660467461526,0.49783243970064706,0.8424390603701262,-1.702248462438062,0.39544433897752546,-3.3455340600904737,-3.5778982376901443,-3.454504531059251,0.817013092665898,0.23343960748994574,0.22361974978009613,4.756027096024811,2.0721107326052888,0.44782998442013444,0.1452166310991035,0.5206042314085776
5,0.04284911394479953,-2.253253930344078,0.6954275401391168,1.0185236737541725,21.776924150426034,0.1915993665315236,0.5320344742350467,-1.5068399192641184,1.0824438273899626,-3.060785284615446,-2.874504036681455,-1.9513059696585668,0.7601274484341582,0.08622661988944627,0.1270135017383475,4.253009923644099,4.046377141580249,0.34794469882486206,0.8785746080336749,0.5876762230853627
6,0.014341789235515389,-1.9755748745426418,0.20158580228043912,0.3074543080307306,27.232382060985763,0.5941722167928689,0.5777258348638526,-2.43721095866674,0.7515695594956935,-2.5091386166096408,-2.0181230909222476,-3.00878245505964,0.5830334173504843,0.1283092145625075,0.24198341745920177,3.314782461002598,13.595913656233583,0.4192911173379461,0.7893721876315354,0.5313512381211652
7,0.03651523957887594,-1.797002725883218,2.0246778997373474,1.054851374532861,17.05386917935224,0.347796651225617,0.7895201142642747,-0.5012889289133673,1.1329597367692175,-3.23166388862015,-2.1186093349308672,-1.7642899749798775,0.7487607952298957,0.20431813340468363,0.16589225349335496,6.046083827980239,2.454670297536275,0.13618362499210135,0.5003467719647668,0.4070548198245062
8,0.034375069658780476,-1.1567026379120044,1.0131544019944083,1.2563751914862438,29.370109616885177,0.36237907836103356,0.6460008895197942,-3.319498200422927,1.023838675195033,-3.5259902548757096,-2.835002303943146,-3.731514178472782,0.5894142994578576,0.2375069056789012,0.09244597073084967,2.0395370920362743,7.865193236913257,0.8457561316197628,0.7642232401547112,0.5841085049261754
9,0.01964989796641968,-2.2912261118216484,0.3856296550396734,0.9728433443873666,17.613241002033142,0.4965308253682531,0.8698652499174079,-2.942226044145217,0.5510865502176027,-2.2606526356045507,-1.3381659973054645,-2.931527258820883,0.8409820514207342,0.1642353822644657,0.12902608169879987,2.5840857335926524,11.58076738051435,0.8715385669581408,0.8129372763666609,0.1320417678031882
