draw_idx,fsw_prev_2019,nontrep_f_2016,trep_f_2016,primary_share,secondary_share,early_lat_share,late_lat_share,client_prev_2016,overall_prev_f_2035_2040_mean,new_inf_2030_2040_mean,hiv_pos_trep_2016,hiv_neg_trep_2016,hiv_pos_nontrep_2016,hiv_neg_nontrep_2016,hiv_trep_ratio_2016,hiv_prev_2010_2020,n_top_spreaders_50pct,n_pass,n_seeds_ok,pass_fsw_band,pass_nontrep_band,pass_trep_band,pass_primary_band,pass_secondary_band,pass_early_lat_band,pass_sustained,pass_hiv_pos_trep_band,pass_hiv_trep_ratio_band,n_pass_mean
10,0.4121770863343897,0.07311739606467003,0.11855416725304935,0.431155340406925,0.22103135907377738,0.014479967185964261,0.0,0.35470559251047057,0.07462365591771236,11.178399444444446,0.2327339590575981,0.05410245609691908,0.13518546777308896,0.034627953525080524,2.875349199751683,0.17534410778684048,492.0,3.3333333333333335,3,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.0,0.6666666666666666,3.3333333333333335
29,0.42717948717948717,0.11545868751943707,0.17435965283064056,0.4175294583509774,0.23497100004598903,0.014166208269700269,0.0,0.5352218284559083,0.08763409151597246,12.481299444444446,0.36703913232710095,0.08893955762068745,0.23175381060309672,0.06360291504522539,5.5507425527752,0.15659138841389328,689.0,3.6666666666666665,3,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.0,0.6666666666666666,3.6666666666666665
31,0.1623965313362239,0.07615043545602769,0.14633941982041052,0.3446740770969769,0.308391146349521,0.013601443220168806,0.0,0.27560004550108064,0.048653722978516674,6.77508,0.3046107989005253,0.0835925728938729,0.1288991215319326,0.054830087156027114,6.103777177222301,0.11888699325917411,538.6666666666666,3.0,3,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,3.0
33,0.16352201257861634,0.0551301488874923,0.09123761344991088,0.27855023173618754,0.3781467773665433,0.009969657563935847,0.0,0.24883656469283846,0.005985170830643168,0.0,0.20812951714782857,0.03992784597922271,0.12613743984630357,0.027741928043097733,3.982910004534418,0.14947094000110936,224.66666666666666,2.0,3,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333,2.0
39,0.16847826086956522,0.0480231018620293,0.07833801368833447,0.19466106778644274,0.13097380523895222,0.0076984603079384125,0.0,0.20504385964912283,0.04027592484211753,7.291414444444444,0.14189549186526362,0.03645963863868703,0.08967315058683784,0.02447693780712591,25.15727701176267,0.1721291860101117,381.3333333333333,2.3333333333333335,3,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.0,0.3333333333333333,2.3333333333333335
44,0.155467720685112,0.052718266413841,0.08008418067707515,0.16263190564866542,0.16238361266294227,0.008317815021725636,0.0,0.2038946162657503,0.04386862817876536,5.894416111111112,0.1440983718576734,0.042166940429564516,0.08926772120764936,0.03394979870190785,4.7733384230325715,0.17173086143239147,424.0,2.3333333333333335,3,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.3333333333333333,0.0,0.6666666666666666,2.3333333333333335
56,0.19813061260780654,0.054595284944908874,0.11457376279003222,0.1737046103631171,0.1528967768257854,0.006731946144430845,0.0,0.19288866077856903,0.04999527602908865,7.023596111111111,0.24732122743743246,0.04887671679810069,0.09796519429021787,0.029444652575014694,11.887377313033676,0.15206175912000677,474.0,2.6666666666666665,3,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,1.0,0.3333333333333333,0.0,0.3333333333333333,2.6666666666666665
57,0.6975731387496094,0.14927970442465813,0.244833394991545,0.6052087915172105,0.37294523377043354,0.021729911574008717,0.00011606313834726091,0.7497613686871999,0.14104393388988318,19.188821666666666,0.44400153110723234,0.14362212319192305,0.2410579573312018,0.1052326536719509,3.0921005634219245,0.150435312760549,982.0,4.666666666666667,3,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.6666666666666666,4.666666666666667
72,0.5236080011942081,0.14289007749443605,0.23180445162003882,0.5729443051644626,0.40323501239754944,0.02382068243798807,0.0,0.689080697319184,0.13660206854627965,18.56873777777778,0.4229404006600089,0.15231694629519973,0.2299767968972196,0.1126698816697943,2.7842099404488874,0.13473634960195432,1005.6666666666666,4.0,3,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0
73,0.1913978494623656,0.04856398395320274,0.07589807742234643,0.20166599489453177,0.12427784495499127,0.007389493483810292,0.0,0.15140845070422534,0.03548217935242178,5.134391111111111,0.15879616413731437,0.03517473263431693,0.09425463987176601,0.02569567257788967,14.21922533006433,0.14907080247979032,344.3333333333333,3.0,3,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,3.0
78,0.6023423684819303,0.12963996105126044,0.23151375249889528,0.5492650988881577,0.42560496840717743,0.02512993270466486,0.0,0.7671921176759886,0.12134312374300525,20.67509277777778,0.4195038149736949,0.13340407098672766,0.22460341096944825,0.09284243431335455,3.1495183096291632,0.15742545109964567,992.6666666666666,4.666666666666667,3,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.6666666666666666,4.666666666666667
84,0.3925796425796426,0.09564645150052153,0.16020242708376206,0.4052198387299894,0.24720525349838138,0.014241574438295886,0.0,0.49014539450482514,0.09297145982945382,15.38387111111111,0.2935040690462222,0.08274316851226882,0.15595598582535222,0.05583203469289341,3.555198758646892,0.16410497551487987,910.0,3.6666666666666665,3,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.0,0.6666666666666666,3.6666666666666665
93,0.3779014459665144,0.07402083734046531,0.18093795091775053,0.529895736356211,0.44330579647682855,0.02679846716696051,0.0,0.3463650362904094,0.08732242712106776,13.270277777777778,0.3751555363214556,0.09433730008279878,0.11561904720286385,0.052406506239884125,4.129950902120242,0.13605635414229303,703.6666666666666,4.333333333333333,3,0.0,0.0,0.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.0,1.0,4.333333333333333
100,0.43240418118466906,0.09615559816625917,0.14322957967717057,0.41243241047857576,0.24253158539979092,0.011702670788299977,0.0,0.4082193089285287,0.08275603332656141,10.589681666666669,0.28414187448040357,0.07627433973737306,0.1786036075532026,0.059339216121930105,6.180552750526395,0.14946379449946864,622.0,3.6666666666666665,3,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.0,0.6666666666666666,3.6666666666666665
118,0.008291873963515755,0.019914695561183953,0.03698385047835454,0.0,0.0,0.0,0.0,0.021464646464646464,4.46479925438634e-05,0.0,0.0973707627872762,0.010672608890041567,0.05392506990338108,0.006074806907923284,4.592833241235341,0.15599958730946917,115.0,1.0,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
127,0.6899392441561116,0.12286976988752289,0.20969604986955162,0.5950004660644438,0.3851401018276182,0.019859432107938012,0.0,0.7049954495443629,0.12636430132854512,18.58080166666667,0.39530549552335964,0.12227577460359106,0.2174698727172022,0.08259187234747344,3.2477298487279582,0.15687385725697828,903.6666666666666,4.666666666666667,3,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.6666666666666666,4.666666666666667
146,0.4313543895506659,0.0939383489024332,0.1670039889731955,0.41107073216326234,0.24132029662088902,0.014275637882515235,0.0,0.36920383937679685,0.10501878893608363,14.445300555555557,0.3325972650067884,0.08390467924762446,0.1681647791303925,0.05350116534075666,12.390752735905345,0.15145654566742248,730.6666666666666,4.0,3,0.0,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.0,0.6666666666666666,4.0
161,0.0,0.0029642113975266063,0.009095231790585497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027778712519752103,0.001478118205960826,0.008567592303748902,0.0002959647589042197,15.947796139141749,0.14673226151302834,89.0,1.3333333333333333,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.0,1.3333333333333333
169,0.20883534136546186,0.04446930782391256,0.07342320566079517,0.21269554753309264,0.11281588447653429,0.007821901323706379,0.0,0.24206349206349206,0.04214789757149146,5.011339444444444,0.14055260755343052,0.038608551870341595,0.0807479106531399,0.028803409756594234,5.833515336185502,0.17934528457591636,397.0,2.6666666666666665,3,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.0,0.6666666666666666,2.6666666666666665
170,0.0,0.004429078758804441,0.015881875519118287,0.0,0.0,0.0,0.0,0.0011862396204033213,0.0,0.0,0.0625,0.0031495187145743446,0.01566804407713499,0.0006375428748751662,6.773628048780488,0.10549336459693164,117.5,1.3333333333333333,3,0.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.3333333333333333
186,0.12698572204836023,0.049562378099687394,0.11587827929655126,0.34612261469752337,0.2809175801867641,0.03962647178237921,0.0,0.13021380723692363,0.03125389114322556,3.9593683333333334,0.2845988476914408,0.046518491979989,0.10322190193351526,0.026146194128880137,9.714399727056291,0.13271814825082895,425.0,4.666666666666667,3,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.0,0.3333333333333333,4.666666666666667
200,0.21617161716171618,0.05158015391351323,0.09091106706218928,0.18715137526447392,0.1365647239853818,0.009617234083477592,0.0,0.1961451247165533,0.05039978376098372,8.577425,0.17931679161012004,0.04763324905103955,0.09247688499383133,0.0304209618996296,6.598901405447649,0.14796283603425778,439.0,2.3333333333333335,3,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.0,0.3333333333333333,2.3333333333333335
219,0.3046499678869621,0.11157824491157824,0.14981648314981647,0.41687262015390775,0.23442751999484254,0.015366526517916432,0.0,0.4972512617159337,0.08882751052178456,10.26154388888889,0.26050016125798664,0.08936246098921558,0.1886526677300977,0.07490908006455854,1.949865611928959,0.17581998895609754,633.0,3.6666666666666665,3,0.3333333333333333,0.0,0.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.0,0.3333333333333333,3.6666666666666665
229,0.3908368396446938,0.06775724919419779,0.14870403942323535,0.40935609763129327,0.24173577670903834,0.015268841584404514,0.0003059507419305492,0.5372254827716775,0.06645099847028986,11.349706666666668,0.27546092662063776,0.09023732524177684,0.10783392765911744,0.05623737444724105,3.4821775446246406,0.14649486182595794,563.0,3.6666666666666665,3,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.0,0.6666666666666666,3.6666666666666665
235,0.4898034853540971,0.08209751419749552,0.13471618131171517,0.43535896925018264,0.2159241548781298,0.015383542538354255,0.0,0.4020311673568379,0.052920800446959425,8.519518333333332,0.2745631703379333,0.07892303165523054,0.15930152398037195,0.05726939019507258,6.1071760191993825,0.13137641858782698,557.6666666666666,3.6666666666666665,3,0.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.0,0.6666666666666666,3.6666666666666665
242,0.7317815739441667,0.1374402761444484,0.23053862398291572,0.6097541283217573,0.36904297205335124,0.02120289962489137,0.0,0.7477484117692083,0.11891468044539068,24.079522222222224,0.4267236063937608,0.1418812167410147,0.2341474759979186,0.09499898874411261,3.0106768181907544,0.1390510721301987,928.6666666666666,4.666666666666667,3,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.6666666666666666,4.666666666666667
249,0.56277542606143,0.13357000429077467,0.22902997652924553,0.5718291736297881,0.40348900330955995,0.02468182306065196,0.0,0.5763937871134709,0.10472319083123598,15.446603333333334,0.4296626629186873,0.13302404694383588,0.2308884484636231,0.09036406070419196,3.2467647881759234,0.13926809488203784,892.6666666666666,5.0,3,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0
258,0.25396825396825395,0.037472353870458136,0.06799368088467615,0.19823066841415463,0.1290956749672346,0.00600698995194408,0.0,0.14161220043572983,0.03771163654411422,5.981276111111111,0.1365701306076093,0.03964048824522155,0.07183418512208972,0.024804741159386162,3.4452181759913643,0.132892478522024,296.0,2.3333333333333335,3,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.0,0.3333333333333333,2.3333333333333335
259,0.0,0.007714549255822954,0.03810113960131284,0.0,0.0,0.0,0.0,0.01338199513381995,0.0,0.0,0.10994626405072234,0.008290422102274186,0.024376016975911716,0.00190488522258935,11.427048555090188,0.13665373890607993,175.33333333333334,1.6666666666666667,3,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,1.6666666666666667
267,0.24115612648221343,0.09455677524649041,0.15271551896529778,0.3749718139621471,0.27630346250919074,0.015391390195328767,0.0,0.38222456351595424,0.08949049680537585,16.674707222222224,0.27294739884554314,0.08887528976892466,0.17113102267017477,0.06289993019256973,2.055322782468109,0.15285546619003454,666.6666666666666,4.0,3,0.6666666666666666,0.0,0.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.0,0.3333333333333333,4.0
272,0.6927249725013797,0.13083636735334667,0.20442673107774945,0.6052750485057522,0.3737929873283043,0.020931964165943465,0.0,0.6862996463197722,0.12992356064654134,17.75321888888889,0.38293474485296847,0.10412657983477282,0.2315687753164212,0.0740379913625641,3.703221389699929,0.1727002221857945,839.6666666666666,5.0,3,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0
277,0.31996658312447784,0.08275827410923449,0.164445098481831,0.3737725857545229,0.27558674839403535,0.017307332518108436,0.0,0.4880747075869027,0.07609392231421984,12.556095555555558,0.28794176419295975,0.08774538258447394,0.12170327341399867,0.052682816412441734,4.551474018307299,0.16713476558079896,486.6666666666667,4.0,3,0.3333333333333333,0.0,0.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.0,0.6666666666666666,4.0
