draw_idx,hiv.beta_m2f,log_syph.beta_m2f,log_syph.rel_trans_primary,syph.rel_trans_latent_half_life,syph.time_to_undetectable,syph.p_symp_primary_f,syph.p_symp_primary_m,log_syph.rel_init_prev,syph_symp_test.rel_test,log_ng.beta_m2f,log_ct.beta_m2f,log_tv.beta_m2f,structuredsexual.prop_f0,structuredsexual.m1_conc,structuredsexual.f1_conc,structuredsexual.m2_conc,structuredsexual.dur_sw,structuredsexual.fsw_mf_conc_mult,log_hiv_syph.rel_sus_syph_hiv,log_hiv_syph.rel_trans_syph_hiv
10,0.0481810070008477,-1.9739384430943283,1.0856998649653695,0.4833296581551071,25.388610658630444,0.1854263923371987,0.8280380485645067,-2.9618749289624,1.3531251708033307,-3.728680500593356,-3.665588279326535,-2.7647003385528297,0.8354471074108336,0.0653361492386817,0.193094135509483,7.059492669553263,5.946479753052353,0.7891342667212732,0.52208607048405,0.5751434802909344
29,0.0421485014032351,-1.5465646342652448,1.3730634831980275,0.3745128892689569,24.967424009512055,0.3116804949840751,0.8483468891356861,-1.1927940753913069,0.8275921361182657,-2.2034703407935883,-2.158135240963329,-0.8880701099554722,0.6807675409033483,0.0907359486496745,0.0557620683596569,6.199590442748681,4.862922471709343,0.9814908610811712,0.4832628177846094,0.8010631389349717
31,0.0245350169996874,-1.1757481308892843,0.6739416527044486,0.7846672959977816,15.828198054901064,0.440267005871928,0.7646006473877511,-0.2135538847658455,0.4702887239882806,-1.414293839385751,-3.133288185254253,-1.7889893182611574,0.7756187744806362,0.1092393093524637,0.1795975456370354,6.603803022767991,13.557689270812284,0.3803283298574216,0.439566685479972,0.4196696096597286
33,0.0358812526914436,-1.870657669871101,0.4770971385623861,1.5112698804247415,24.58183462851208,0.5934139393836557,0.8077684822888227,-2.1317807044622734,0.5889219042078419,-1.4847500896867496,-1.8769486577281056,-1.8826854673377191,0.7725711163695215,0.1104799808800451,0.1385443841286607,4.244540774013018,2.8003580941495265,0.9254438974956858,0.2333281168819124,0.4537335246997689
39,0.0470306543892108,-1.3048403278852645,1.2638728450061674,0.7046893254135264,29.764787394940413,0.5426610565622648,0.7465777517051597,-1.979046867066772,1.2672386600045789,-1.206743093322785,-2.654065747957058,-1.7363098034648003,0.6384057551850698,0.2546636975459848,0.2200162837152935,3.7428661801380154,10.392049550784916,0.6065157568698525,0.6506258181888337,0.8696644692387772
44,0.0472985576206612,-1.0931568252450314,0.2276250834454856,1.698711281729972,26.27208235843487,0.1626504798057472,0.5031815861770652,-0.8048421714354945,0.8642439246412856,-1.567918436012909,-2.5113232223426736,-0.7963677431569365,0.560779750751949,0.1731378037376938,0.0656268421251232,2.2123520243756056,14.010863222214905,0.4943184195227192,0.1077332311329519,0.8572931385580351
56,0.0426452470341954,-1.0831898419163053,0.4410027150913585,1.8401158227703096,16.546900994486066,0.1258508865330972,0.8760223391397292,-2.741886899619335,1.279113805003003,-2.0113110567900865,-1.8025627531310464,-0.761788566703193,0.8011195938531219,0.0567618883374718,0.1517057768925234,4.506433355107251,10.812526747305473,0.6073395596353321,0.3040658398682204,0.3718466862143994
57,0.0376089423016224,-1.3260033854389666,2.0800249830416746,1.513532255031986,19.06768699691165,0.1853263000181265,0.8701640216983821,-1.6814148993024285,0.716035623641559,-1.439244168058842,-2.4338396366569217,-1.6070533315100408,0.7138184230105487,0.15335360923997,0.1985848185796942,7.530720617796342,6.0078135365647904,0.187306031813639,0.6242079012720353,0.0907635883526806
72,0.0303887555550827,-1.1336422859161726,2.177740639487661,0.3922297668657197,19.32865578606124,0.5389145083944245,0.7434172051035429,-0.1985316321592156,0.4676201416454854,-1.894325327352628,-2.717782821613539,-3.796473095611357,0.5986068078721432,0.1638931436409744,0.0794722899908507,4.8706658436246535,11.665346741402136,0.2286500910471563,1.0539576957543413,0.8568140536346366
73,0.0405096105142688,-1.5781791936725509,1.057895286927058,1.7510152433909778,28.328214193248268,0.513827103136711,0.8537230494643085,-2.5924703422796225,0.8865877840665088,-2.3365836112085168,-2.99322110966931,-1.5041806167629836,0.8469713261318165,0.2761729957532386,0.1501850172399146,7.210162707910918,11.532966838757137,0.7007601621294048,0.5277569227424408,0.1419583678518045
