draw_idx,hiv.beta_m2f,hiv.rel_init_prev,log_syph.beta_m2f,log_syph.rel_trans_primary,syph.time_to_undetectable,syph.p_symp_primary_f,syph.p_symp_primary_m,log_syph.rel_init_prev,syph_symp_test.rel_test,log_ng.beta_m2f,log_ct.beta_m2f,log_tv.beta_m2f,structuredsexual.prop_f0,structuredsexual.m2_conc,structuredsexual.dur_sw,log_hiv_syph.rel_sus_syph_hiv,log_hiv_syph.rel_trans_syph_hiv,structuredsexual.stable_act_decay,structuredsexual.client_marital_act_mult
0,0.02214213434671526,0.33275316212515915,-1.2013472256411795,0.09817684364706368,11.537959084579198,0.5729220660327602,0.5889383498025986,-1.9290926807279907,1.465101941268745,-1.791441657984457,-2.284522439433102,-2.8167286662383395,0.8965893085558041,3.5437651779102333,3.157093428603167,0.16227190043868295,0.21334709875075625,0.11472085003267053,0.8866518219894284
1,0.01427976544178109,0.752146827043923,-2.0327699858022577,0.6867679662879778,16.619823697669048,0.5407299793211897,0.9264722112107433,-2.636992503819765,0.48524305796764433,-3.775594887063705,-1.188260719588869,-1.0956804312020059,0.8298477796814476,3.085148327527886,14.088175122588622,0.2123567266959163,0.9126328266368489,0.08266256025278508,0.7456150380593947
2,0.029497522939600725,0.9165113928087218,-1.3627934654230953,2.282325801204387,26.942566255102935,0.4991307803757522,0.8526010712129879,-3.0474765386769427,1.2302460573448017,-3.056670897483069,-1.2566851502628746,-0.5263476075438493,0.6136776608822948,2.2286764317615058,6.45802515989558,0.4146438992833832,0.65967141975371,0.038887740012466504,0.3088548978973533
3,0.029581939225015362,0.48083274071073123,-1.385347436015258,2.274777681532412,12.268402902985573,0.19229032114926928,0.7260969124922431,-3.270198378328973,0.3292526135866334,-1.2044078801504479,-0.7058119441283712,-0.6791228075334046,0.6390664026069475,5.366844023740018,14.469401930679668,0.06674435699134203,0.37271376886057195,0.050477013152510505,0.7042479036154352
4,0.017468771720606395,1.359890640092185,-1.580332967425234,1.0851563621948936,28.101226846127027,0.5408226981929951,0.949895641844146,-3.1627214314872525,1.1474817568096034,-1.4740767857572799,-2.2213806728570202,-2.931738013150516,0.7355527174738408,7.6994628062690325,11.311929625485373,0.7019755003843512,0.29885584827600026,0.09363320667036608,0.8968199924130529
5,0.007343013708764642,0.41632955683640516,-1.300818272989271,1.9500855077044374,18.88031785575292,0.5315159617768367,0.5191525963946028,-3.86032296765374,0.4400187895992912,-3.18145451818938,-0.7747144591300144,-1.3757160707250176,0.6184267060288015,6.922424617194743,2.8575171217392166,0.9082999956107655,0.9075495892614002,0.14169545113472326,0.8510206149561683
6,0.013558501776866887,0.6969052788313388,-1.1075762349361968,1.7489506363758454,12.293090575968552,0.5468503352335471,0.5963831276578733,-2.0808002089035758,0.8554580494473942,-3.4779270972609364,-1.9886852075542512,-3.6358038328099322,0.6498048580694359,4.176557516456768,9.507692405403585,0.08034873296253343,0.2611830771160513,0.11323610613379934,0.9405250589604126
7,0.012101957655667028,0.511243584857112,-1.5968143507992296,2.1702093166559555,12.392407847697386,0.3882114283348518,0.5527117897566275,-1.9675804107335793,1.1705546214062257,-1.3325476505458966,-2.106355816801621,-2.218547235767039,0.7598355005393401,2.9427541370592194,11.99983643871524,0.738827999428828,0.0027078946325901194,0.11235398871844726,0.604649191365442
8,0.021336947901213054,1.3963695880637306,-1.1322204822140824,0.749315191717529,13.015673712764908,0.22863780491111352,0.5657188293615472,-1.4768824926990396,0.7766984131307808,-2.7181367315859752,-1.0912239972702564,-2.6854920120194645,0.6651926738094285,7.575511482184803,10.771649114678961,0.3932114329181143,0.6123063257805945,0.16191729859079634,0.383970057716251
9,0.018115027134110305,1.2700457267711407,-2.0349420821184165,1.0516195033139826,18.194001200097375,0.3859364749126297,0.9095525937389524,-0.3215647880940673,0.9954360017618589,-1.8783281377042944,-1.293609775758986,-2.0136895537032906,0.7491501437953153,4.10372608210046,13.265055781977207,0.46237753193008513,0.13928806499806493,0.18214370869685298,0.8695806159124166
10,0.019730986943356378,1.4210188098491294,-1.087281561500183,0.3014031436775483,10.98434403781244,0.24640308014539092,0.6075419528266952,-3.352619264417925,0.45900864248147183,-1.2562378348594652,-1.2173069904779825,-2.230306438448541,0.7845533257783488,6.693465851532556,11.889881582079756,0.8819918907100379,0.2710159865866479,0.0925167103087636,0.5799338293117297
