draw_idx,fsw_prev_2019,nontrep_f_2016,trep_f_2016,primary_share,secondary_share,early_lat_share,late_lat_share,client_prev_2016,overall_prev_f_2035_2040_mean,new_inf_2030_2040_mean,hiv_pos_trep_2016,hiv_neg_trep_2016,hiv_pos_nontrep_2016,hiv_neg_nontrep_2016,hiv_trep_ratio_2016,hiv_prev_2010_2020,n_top_spreaders_50pct,n_pass,n_seeds_ok,pass_fsw_band,pass_nontrep_band,pass_trep_band,pass_primary_band,pass_secondary_band,pass_early_lat_band,pass_sustained,pass_hiv_pos_trep_band,pass_hiv_trep_ratio_band,n_pass_mean
2,0.3988603988603989,0.08808322120216745,0.1411184974327354,0.41116353817823265,0.24035822023187725,0.015144908256556719,0.0,0.4308210722984019,0.07451650068917552,14246.25,0.28758875376175425,0.06891335138613641,0.18524615974148237,0.0427285906830294,2.785342669023341,0.14481816410277423,930.5,3.6666666666666665,3,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.0,0.6666666666666666,3.6666666666666665
15,0.1937984496124031,0.042122937655132135,0.06891069889797204,0.19145299145299144,0.1354090354090354,0.006471306471306472,0.0,0.249728555917481,0.05024908104404444,6220.5,0.14471415307069904,0.03444213759132345,0.08502453906353628,0.022963760315751702,2.1116143696755927,0.14183454129884912,326.0,2.3333333333333335,3,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.0,0.3333333333333333,2.3333333333333335
17,0.5517264718955833,0.14006029066074585,0.21860277618671486,0.5416751382523867,0.432253872810975,0.02607098893663835,0.0,0.573806973120374,0.14688177745939504,22102.833333333332,0.4784891453629596,0.11524420025565635,0.3153582150633203,0.0769941287922456,4.161197200586742,0.11825764201175575,965.3333333333334,5.0,3,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0
36,0.5836182336182336,0.14080091114939589,0.21736987676161015,0.6180090117622082,0.363927842739811,0.01806314549798074,0.0,0.5595588235294118,0.12687456465584243,22910.0,0.467357803521093,0.13187769250762874,0.3014851221375629,0.08451771224312445,3.54657117852082,0.10651196995533861,947.6666666666666,5.0,3,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0
43,0.5480214347420029,0.1431125892188737,0.18994738238417508,0.55481750011261,0.4210100099129695,0.024172489974420452,0.0,0.7117994661801931,0.13023225905240995,15048.583333333334,0.40168998639529896,0.0934711388311274,0.3143989024943299,0.07561380724315361,4.308275711192484,0.13998241987805868,915.3333333333334,5.0,3,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0
44,0.6835903700310481,0.13933643419704547,0.21309046569675769,0.6499815477592715,0.3285861542971592,0.021432297943569323,0.0,0.7287063492634681,0.12116706159268831,22769.833333333332,0.4395607221801354,0.11988983250691343,0.2917669052007357,0.07797841232279895,3.690792436728239,0.12274032150240105,824.6666666666666,4.666666666666667,3,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,1.0,0.0,1.0,4.666666666666667
62,0.36147823779193206,0.07856464263224056,0.14779784983873326,0.39134721099639586,0.2615875436536379,0.01373191201663286,0.0,0.44457875457875456,0.0861060025750851,14579.75,0.32365179691165363,0.08756470628633384,0.1777032371046502,0.05273019408903415,3.3741984680805897,0.10738234656451155,707.3333333333334,3.6666666666666665,3,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.0,0.6666666666666666,3.6666666666666665
64,0.2215320910973085,0.04088473567304619,0.06542252564069251,0.1979905437352246,0.12529550827423167,0.010047281323877067,0.0,0.21231422505307854,0.04738103288900974,6114.166666666667,0.14291261268869623,0.03272727725896445,0.09333031438775104,0.022235802751390536,1.9280180183515367,0.13723566996870248,367.3333333333333,2.3333333333333335,3,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.0,0.3333333333333333,2.3333333333333335
78,0.0,0.003999898232583434,0.010373108736034236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01792920060563667,0.006743113159188317,0.007343015440367066,0.0027894708117012063,2.5480009830313137,0.122866198225704,154.66666666666666,1.3333333333333333,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,1.3333333333333333
89,0.5370370370370371,0.09648425533995127,0.15884294160990517,0.36737939545682563,0.28413040872587797,0.015156862483963049,0.0,0.47570377782111767,0.09171877787562908,13112.833333333334,0.3197033426377535,0.10780472322987204,0.1720086122284482,0.06915430636602643,3.9513921421866063,0.09583916119361552,686.3333333333334,3.3333333333333335,3,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.0,0.3333333333333333,3.3333333333333335
